firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,count_web,gender,prob
Lino,50,66.0,30.0,0.0,4.0,0.0,0.0,27961,male,0.99
Linsey,34,2.941,88.235,2.941,5.882,0.0,0.0,746,female,0.98
Linwood,52,1.923,50.0,48.077,0.0,0.0,0.0,1320,male,1.0
Lionel,158,11.392,55.063,26.582,5.696,0.633,0.633,68904,male,1.0
Lior,20,0.0,100.0,0.0,0.0,0.0,0.0,837,male,0.89
Lisa,14621,2.127,93.639,2.346,1.662,0.109,0.116,823831,female,1.0
Lisandro,15,100.0,0.0,0.0,0.0,0.0,0.0,7367,male,1.0
Lisbeth,45,22.222,73.333,4.444,0.0,0.0,0.0,28537,female,1.0
Lise,55,1.818,92.727,5.455,0.0,0.0,0.0,39944,female,0.99
Lisette,61,47.541,47.541,0.0,4.918,0.0,0.0,18857,female,1.0
Lissa,46,6.522,91.304,0.0,2.174,0.0,0.0,7803,female,0.99
Lissette,41,78.049,21.951,0.0,0.0,0.0,0.0,13359,female,1.0
Lita,40,7.5,50.0,5.0,35.0,0.0,2.5,16280,female,0.99
Liv,16,0.0,100.0,0.0,0.0,0.0,0.0,10434,female,0.98
Livia,34,23.529,70.588,2.941,2.941,0.0,0.0,32416,female,1.0
Liviu,19,0.0,100.0,0.0,0.0,0.0,0.0,4659,male,1.0
Lixin,24,0.0,0.0,0.0,100.0,0.0,0.0,115,male,0.7
Liz,43,39.535,53.488,0.0,6.977,0.0,0.0,177287,female,1.0
Liza,170,11.765,66.471,2.941,18.235,0.0,0.588,62230,female,1.0
Lizabeth,82,7.317,91.463,0.0,1.22,0.0,0.0,1674,female,1.0
Lizbeth,53,43.396,56.604,0.0,0.0,0.0,0.0,23097,female,1.0
Lizette,46,63.043,28.261,4.348,4.348,0.0,0.0,11705,female,1.0
Ljiljana,20,0.0,100.0,0.0,0.0,0.0,0.0,9655,female,1.0
Lloyd,773,0.647,85.64,10.22,3.364,0.0,0.129,43493,male,1.0
Loan,81,0.0,4.938,0.0,95.062,0.0,0.0,765,female,0.56
Loc,91,1.099,1.099,0.0,97.802,0.0,0.0,7171,male,0.99
Logan,138,0.0,94.203,2.899,1.449,0.0,1.449,7803,male,0.94
Loi,47,2.128,2.128,0.0,93.617,2.128,0.0,631,male,0.69
Lois,1325,0.528,92.755,5.283,1.208,0.075,0.151,50141,female,0.98
Lola,166,5.422,72.289,19.88,1.205,0.602,0.602,104791,female,0.98
Lolita,99,10.101,24.242,24.242,41.414,0.0,0.0,23567,female,0.99
Lon,147,0.68,91.837,2.041,5.442,0.0,0.0,6478,male,0.98
Lona,47,2.128,93.617,0.0,2.128,0.0,2.128,12107,female,0.96
Long,185,1.081,0.541,0.0,97.838,0.0,0.541,19301,male,0.99
Loni,38,0.0,97.368,2.632,0.0,0.0,0.0,1048,male,0.62
Lonna,34,0.0,97.059,2.941,0.0,0.0,0.0,1494,female,0.98
Lonnie,516,0.775,87.403,10.465,0.775,0.388,0.194,1903,male,0.87
Lonny,60,0.0,100.0,0.0,0.0,0.0,0.0,2681,male,0.98
Lora,421,1.425,94.537,2.85,0.475,0.475,0.238,29257,female,0.99
Loraine,105,3.81,80.952,12.381,2.857,0.0,0.0,9615,female,1.0
Loree,47,0.0,100.0,0.0,0.0,0.0,0.0,1821,female,0.99
Loreen,46,4.348,86.957,4.348,4.348,0.0,0.0,2837,female,0.99
Lorelei,63,1.587,87.302,3.175,7.937,0.0,0.0,3987,female,1.0
Loren,493,1.826,94.726,1.623,1.42,0.203,0.203,5424,male,0.66
Lorena,388,71.134,26.289,0.515,1.546,0.515,0.0,203599,female,1.0
Lorene,113,0.885,92.035,6.195,0.885,0.0,0.0,4727,female,1.0
Lorenza,33,60.606,9.091,24.242,6.061,0.0,0.0,3447,female,0.98
Lorenzo,277,53.43,21.3,18.773,6.137,0.361,0.0,148791,male,1.0
Loreto,40,37.5,30.0,0.0,32.5,0.0,0.0,1659,female,0.69
Loretta,957,3.344,86.416,8.15,1.567,0.104,0.418,38419,female,1.0
Lori,5694,0.808,96.962,0.79,1.194,0.14,0.105,196410,female,1.0
Loriann,51,1.961,98.039,0.0,0.0,0.0,0.0,1117,female,1.0
Lorie,269,2.602,91.822,3.717,1.487,0.0,0.372,15470,female,1.0
Lorilee,28,0.0,100.0,0.0,0.0,0.0,0.0,429,female,1.0
Lorin,82,1.22,93.902,0.0,3.659,1.22,0.0,764,male,0.58
Lorinda,48,4.167,89.583,4.167,2.083,0.0,0.0,2576,female,1.0
Lorna,330,1.212,74.242,11.212,12.424,0.606,0.303,40111,female,1.0
Lorne,44,0.0,88.636,9.091,2.273,0.0,0.0,6597,male,0.93
Lorraine,1451,4.824,87.181,5.513,2.205,0.138,0.138,95734,female,1.0
Lorri,120,1.667,95.833,2.5,0.0,0.0,0.0,5180,female,1.0
Lorrie,211,1.896,95.735,0.948,1.422,0.0,0.0,10851,female,1.0
Lory,37,5.405,89.189,0.0,2.703,0.0,2.703,9019,female,0.85
Lottie,30,0.0,66.667,30.0,0.0,3.333,0.0,4260,female,1.0
Lou,205,1.463,90.732,3.415,3.902,0.488,0.0,16530,female,0.65
Louann,74,1.351,97.297,0.0,1.351,0.0,0.0,2948,female,1.0
Louanne,26,0.0,100.0,0.0,0.0,0.0,0.0,1765,female,0.99
Louella,35,2.857,57.143,17.143,22.857,0.0,0.0,2211,female,1.0
Louie,115,30.435,52.174,4.348,10.435,2.609,0.0,2595,male,0.92
Louis,2570,7.938,84.008,5.253,2.49,0.272,0.039,163619,male,1.0
Louisa,89,0.0,75.281,4.494,20.225,0.0,0.0,26295,female,1.0
Louise,1026,1.949,89.084,6.433,2.047,0.0,0.487,206783,female,1.0
Lourdes,384,61.979,20.573,1.563,15.625,0.0,0.26,91357,female,1.0
Lowell,240,0.0,97.083,2.083,0.833,0.0,0.0,7095,male,1.0
Loyd,51,0.0,96.078,1.961,1.961,0.0,0.0,2540,male,0.99
Lu,54,0.0,51.852,0.0,48.148,0.0,0.0,39027,female,0.95
Luan,38,2.632,39.474,0.0,57.895,0.0,0.0,2188,male,0.91
Luana,36,8.333,83.333,0.0,8.333,0.0,0.0,89463,female,1.0
Luann,206,0.971,98.058,0.0,0.971,0.0,0.0,7053,female,1.0
Luanne,136,0.735,97.059,0.0,2.206,0.0,0.0,4982,female,1.0
Luc,38,0.0,60.526,10.526,28.947,0.0,0.0,86426,male,0.99
Luca,30,6.667,93.333,0.0,0.0,0.0,0.0,191561,male,0.96
Lucas,444,7.658,90.315,0.225,1.577,0.225,0.0,329877,male,1.0
Lucia,339,43.658,46.608,2.36,7.375,0.0,0.0,230648,female,1.0
Lucian,34,0.0,94.118,0.0,5.882,0.0,0.0,17924,male,1.0
Luciana,42,21.429,66.667,4.762,7.143,0.0,0.0,137149,female,1.0
Luciano,94,54.255,39.362,0.0,5.319,1.064,0.0,141861,male,1.0
Lucie,43,2.326,83.721,6.977,6.977,0.0,0.0,156028,female,0.99
Lucien,42,2.381,85.714,7.143,4.762,0.0,0.0,19712,male,0.99
Lucila,63,82.54,6.349,0.0,11.111,0.0,0.0,13355,female,1.0
Lucille,461,6.941,81.562,9.328,1.952,0.217,0.0,19526,female,1.0
Lucinda,306,3.268,89.542,4.575,2.288,0.0,0.327,17797,female,1.0
Lucio,80,83.75,13.75,0.0,2.5,0.0,0.0,39633,male,1.0
Lucretia,41,2.439,78.049,19.512,0.0,0.0,0.0,3543,female,1.0
Lucy,595,15.294,68.908,5.378,9.748,0.672,0.0,179546,female,1.0
Lucyna,20,0.0,100.0,0.0,0.0,0.0,0.0,7489,female,0.99
Ludmila,33,3.03,96.97,0.0,0.0,0.0,0.0,32361,female,1.0
Luigi,94,3.191,96.809,0.0,0.0,0.0,0.0,147781,male,1.0
Luis,2698,87.398,11.008,0.111,1.446,0.037,0.0,1125162,male,1.0
Luisa,150,58.667,30.667,2.667,8.0,0.0,0.0,141017,female,1.0
Luiz,33,48.485,48.485,0.0,0.0,3.03,0.0,222619,male,1.0
Lukas,29,0.0,100.0,0.0,0.0,0.0,0.0,73020,male,1.0
Lukasz,33,0.0,100.0,0.0,0.0,0.0,0.0,26303,male,1.0
Luke,672,0.893,94.048,0.595,4.167,0.149,0.149,157404,male,1.0
Lula,73,2.74,45.205,52.055,0.0,0.0,0.0,6266,female,0.97
Lupe,119,78.992,21.008,0.0,0.0,0.0,0.0,2173,female,0.92
Luther,146,0.685,69.863,29.452,0.0,0.0,0.0,7301,male,1.0
Luz,519,82.466,9.827,0.193,7.322,0.193,0.0,13442,female,0.97
Ly,53,0.0,1.887,0.0,98.113,0.0,0.0,1149,female,0.63
Lydia,687,20.087,65.357,6.987,7.424,0.146,0.0,115209,female,1.0
Lyle,378,0.794,96.561,0.794,1.587,0.0,0.265,14640,male,1.0
Lyman,44,0.0,95.455,4.545,0.0,0.0,0.0,1130,male,1.0
Lyn,129,0.0,94.574,0.0,4.651,0.0,0.775,4114,female,0.95
Lynda,1023,1.662,93.06,3.226,1.564,0.196,0.293,65596,female,1.0
Lyndon,53,1.887,69.811,13.208,15.094,0.0,0.0,8259,male,1.0
Lyndsay,45,2.222,97.778,0.0,0.0,0.0,0.0,7072,female,1.0
Lyndsey,45,2.222,93.333,2.222,0.0,2.222,0.0,11516,female,1.0
Lynette,551,2.178,87.114,7.26,3.448,0.0,0.0,32509,female,1.0
Lynn,3651,0.931,94.412,1.616,2.821,0.164,0.055,17960,female,0.94
Lynne,1173,0.682,96.76,1.364,1.108,0.0,0.085,64404,female,1.0
Lynnette,177,2.825,88.701,4.52,2.825,0.0,1.13,8542,female,1.0
Lyubov,58,1.724,98.276,0.0,0.0,0.0,0.0,3756,female,1.0
Lyudmila,92,2.174,97.826,0.0,0.0,0.0,0.0,6582,female,1.0
Ma,36,25.0,8.333,0.0,66.667,0.0,0.0,129698,female,0.97
Mabel,134,22.388,38.806,19.403,19.403,0.0,0.0,38229,female,1.0
Mable,38,0.0,23.684,60.526,15.789,0.0,0.0,2992,female,1.0
Mac,34,2.941,73.529,14.706,8.824,0.0,0.0,28020,male,0.98
Maciej,39,0.0,100.0,0.0,0.0,0.0,0.0,71625,male,1.0
Mack,98,2.041,71.429,23.469,2.041,0.0,1.02,11442,male,0.99
Mackenzie,58,1.724,94.828,1.724,0.0,1.724,0.0,2008,female,0.83
Madeleine,100,2.0,86.0,3.0,8.0,0.0,1.0,47856,female,1.0
Madeline,306,5.882,85.621,5.556,2.288,0.0,0.654,42979,female,1.0
Madelyn,107,6.542,84.112,2.804,5.607,0.0,0.935,10533,female,1.0
Madhavi,44,0.0,11.364,0.0,86.364,2.273,0.0,11318,female,1.0
Madhu,60,0.0,16.667,0.0,81.667,1.667,0.0,1350,male,0.71
Madonna,80,2.5,88.75,2.5,5.0,0.0,1.25,6333,female,0.99
Mae,119,0.84,44.538,36.975,17.647,0.0,0.0,22646,female,0.99
Magaly,33,84.848,15.152,0.0,0.0,0.0,0.0,19350,female,1.0
Magda,69,40.58,56.522,0.0,2.899,0.0,0.0,110239,female,0.99
Magdalena,234,46.154,46.154,0.427,6.838,0.0,0.427,179335,female,0.99
Magdy,37,0.0,78.378,0.0,21.622,0.0,0.0,1779,male,0.95
Maggie,221,5.882,64.253,8.145,21.719,0.0,0.0,101116,female,1.0
Maha,36,0.0,88.889,0.0,11.111,0.0,0.0,35545,female,0.99
Mahendra,60,0.0,20.0,0.0,78.333,1.667,0.0,37767,male,1.0
Maher,40,2.5,85.0,0.0,10.0,2.5,0.0,25665,male,0.99
Mahesh,105,0.0,17.143,2.857,79.048,0.952,0.0,111171,male,1.0
Mahmood,52,0.0,61.538,0.0,36.538,1.923,0.0,21877,male,1.0
Mahmoud,80,1.25,80.0,3.75,15.0,0.0,0.0,137103,male,1.0
Mai,183,0.546,9.29,0.0,88.525,0.0,1.639,45443,female,0.97
Maia,34,2.941,85.294,5.882,5.882,0.0,0.0,13500,female,0.98
Majid,58,0.0,70.69,0.0,27.586,1.724,0.0,45599,male,1.0
Major,36,2.778,50.0,36.111,11.111,0.0,0.0,7885,male,0.98
Maksim,32,0.0,100.0,0.0,0.0,0.0,0.0,12788,male,1.0
Malcolm,294,0.0,86.054,12.245,1.701,0.0,0.0,52542,male,1.0
Malgorzata,107,0.0,100.0,0.0,0.0,0.0,0.0,19762,female,0.99
Malia,42,2.381,95.238,0.0,0.0,0.0,2.381,5377,female,0.99
Malik,35,2.857,40.0,34.286,22.857,0.0,0.0,60469,male,0.99
Malinda,143,0.0,86.713,12.587,0.699,0.0,0.0,7079,female,0.99
Malissa,53,3.774,92.453,3.774,0.0,0.0,0.0,3993,female,0.99
Mallory,86,2.326,90.698,5.814,1.163,0.0,0.0,21209,female,0.99
Mamie,56,0.0,35.714,57.143,7.143,0.0,0.0,5136,female,0.99
Mamta,31,0.0,22.581,0.0,77.419,0.0,0.0,16466,female,1.0
Man,84,0.0,3.571,0.0,96.429,0.0,0.0,12884,male,0.89
Mandeep,39,0.0,46.154,0.0,53.846,0.0,0.0,991,male,0.9
Mandi,84,2.381,97.619,0.0,0.0,0.0,0.0,11877,female,0.95
Mandy,341,2.639,89.443,0.587,7.038,0.293,0.0,108540,female,0.99
Manfred,53,1.887,92.453,3.774,0.0,0.0,1.887,43598,male,1.0
Manh,30,3.333,3.333,0.0,93.333,0.0,0.0,2878,male,0.99
Manish,126,0.0,15.873,0.794,80.952,0.794,1.587,124472,male,1.0
Manisha,66,0.0,15.152,0.0,83.333,1.515,0.0,38854,female,1.0
Manjit,65,3.077,23.077,0.0,73.846,0.0,0.0,6603,female,0.97
Manju,35,0.0,11.429,2.857,82.857,2.857,0.0,22017,female,0.99
Manjula,30,0.0,16.667,0.0,83.333,0.0,0.0,464,female,0.75
Manoj,110,0.909,11.818,0.0,86.364,0.0,0.909,140140,male,1.0
Manpreet,30,3.333,16.667,0.0,80.0,0.0,0.0,767,male,0.63
Mansour,36,2.778,75.0,2.778,16.667,0.0,2.778,16895,male,0.99
Manu,34,0.0,17.647,2.941,79.412,0.0,0.0,73049,male,0.84
Manuel,1993,76.568,17.863,0.903,4.315,0.251,0.1,555289,male,1.0
Manuela,114,56.14,38.596,1.754,3.509,0.0,0.0,146196,female,0.99
Mao,31,0.0,3.226,3.226,93.548,0.0,0.0,2713,male,0.77
Mara,198,10.606,85.354,1.01,2.525,0.505,0.0,118838,female,0.98
Marc,2700,1.704,94.148,2.889,0.926,0.074,0.259,412672,male,1.0
Marcel,144,6.25,77.083,12.5,4.167,0.0,0.0,66789,male,0.99
Marcela,117,65.812,29.915,0.0,4.274,0.0,0.0,161553,female,1.0
Marcelino,96,76.042,9.375,0.0,13.542,1.042,0.0,15430,male,1.0
Marcella,313,7.668,84.345,6.39,1.597,0.0,0.0,34500,female,1.0
Marcelle,52,3.846,80.769,15.385,0.0,0.0,0.0,3264,female,0.95
Marcello,32,12.5,81.25,6.25,0.0,0.0,0.0,52155,male,1.0
Marcelo,123,67.48,27.642,0.0,4.878,0.0,0.0,311306,male,1.0
Marci,266,2.256,95.113,1.128,1.128,0.0,0.376,14047,female,0.9
Marcia,1658,3.197,89.807,6.092,0.603,0.06,0.241,161161,female,1.0
Marcie,242,2.893,94.215,0.826,2.066,0.0,0.0,11236,female,1.0
Marcin,70,1.429,98.571,0.0,0.0,0.0,0.0,169041,male,1.0
Marco,674,63.056,33.828,1.78,1.335,0.0,0.0,870723,male,1.0
Marcos,319,85.266,11.599,0.94,1.881,0.0,0.313,340581,male,1.0
Marcus,883,3.851,74.745,18.686,2.378,0.227,0.113,183119,male,1.0
Marcy,309,2.589,96.117,0.971,0.324,0.0,0.0,20469,female,0.96
Mardi,18,0.0,100.0,0.0,0.0,0.0,0.0,352,female,0.5
Marek,109,0.0,99.083,0.0,0.917,0.0,0.0,141036,male,1.0
Maren,54,1.852,92.593,3.704,1.852,0.0,0.0,13134,female,0.99
Margaret,7220,1.884,93.407,3.102,1.357,0.139,0.111,216773,female,1.0
Margarita,598,72.91,22.241,1.171,3.512,0.167,0.0,99194,female,1.0
Margarito,74,97.297,1.351,0.0,1.351,0.0,0.0,2408,male,1.0
Margene,15,0.0,100.0,0.0,0.0,0.0,0.0,324,female,0.99
Margery,77,0.0,94.805,1.299,2.597,1.299,0.0,2299,female,1.0
Margie,319,5.329,80.878,11.599,2.194,0.0,0.0,34730,female,1.0
Margit,36,0.0,97.222,0.0,2.778,0.0,0.0,14463,female,1.0
Margo,283,2.827,91.519,5.654,0.0,0.0,0.0,22951,female,0.99
Margot,134,1.493,95.522,2.985,0.0,0.0,0.0,34654,female,0.99
Marguerite,340,2.647,87.647,7.059,1.471,0.882,0.294,16631,female,1.0
Mari,227,3.965,86.344,2.203,7.489,0.0,0.0,145697,female,0.99
Maria,11196,59.128,34.521,0.902,5.323,0.018,0.107,2687884,female,1.0
Mariah,65,1.538,92.308,4.615,0.0,0.0,1.538,27964,female,1.0
Mariam,70,7.143,75.714,5.714,10.0,0.0,1.429,74089,female,1.0
Marian,697,1.435,89.24,5.308,3.73,0.143,0.143,112031,female,0.82
Mariana,128,45.313,50.781,0.781,3.125,0.0,0.0,247913,female,1.0
Mariann,95,0.0,96.842,3.158,0.0,0.0,0.0,10603,female,1.0
Marianna,110,5.455,89.091,0.909,3.636,0.0,0.909,55727,female,1.0
Marianne,989,0.708,96.663,0.303,2.123,0.101,0.101,150131,female,1.0
Mariano,106,69.811,17.925,0.0,12.264,0.0,0.0,71254,male,1.0
Maribel,258,81.395,12.403,0.0,6.202,0.0,0.0,72231,female,1.0
Maribeth,121,0.826,91.736,0.0,6.612,0.826,0.0,5262,female,1.0
Maricela,168,89.881,10.119,0.0,0.0,0.0,0.0,18333,female,1.0
Marie,2703,3.959,80.466,11.728,3.478,0.222,0.148,626349,female,0.99
Mariela,48,75.0,22.917,0.0,2.083,0.0,0.0,58637,female,1.0
Marietta,115,6.087,66.087,6.957,19.13,0.0,1.739,9057,female,1.0
Marijo,24,0.0,100.0,0.0,0.0,0.0,0.0,2922,female,0.91
Marika,44,2.273,77.273,11.364,9.091,0.0,0.0,45092,female,0.99
Marilee,103,0.971,98.058,0.0,0.0,0.971,0.0,2998,female,1.0
Marilou,107,4.673,47.664,0.935,45.794,0.935,0.0,10952,female,1.0
Marilyn,2875,2.574,89.426,5.287,2.539,0.07,0.104,121760,female,1.0
Marilynn,97,1.031,94.845,3.093,1.031,0.0,0.0,3472,female,1.0
Marin,44,22.727,72.727,0.0,4.545,0.0,0.0,7323,male,0.75
Marina,559,25.403,68.157,0.358,5.725,0.179,0.179,356785,female,0.99
Marino,31,29.032,54.839,3.226,12.903,0.0,0.0,16816,male,0.98
Mario,1717,62.143,31.334,2.563,3.844,0.058,0.058,602458,male,1.0
Marion,769,1.691,86.476,10.923,0.65,0.26,0.0,49063,female,0.96
Marisa,337,12.76,82.196,2.374,2.671,0.0,0.0,111280,female,1.0
Marisela,102,93.137,5.882,0.98,0.0,0.0,0.0,13624,female,1.0
Marisol,183,81.421,17.486,1.093,0.0,0.0,0.0,69643,female,1.0
Marissa,268,11.194,76.119,2.612,9.701,0.0,0.373,62212,female,1.0
Marita,74,8.108,82.432,1.351,8.108,0.0,0.0,22678,female,1.0
Maritza,166,81.325,17.47,0.602,0.602,0.0,0.0,45683,female,1.0
Marius,48,0.0,95.833,4.167,0.0,0.0,0.0,83830,male,1.0
Mariusz,64,0.0,100.0,0.0,0.0,0.0,0.0,73589,male,1.0
Mariya,51,0.0,100.0,0.0,0.0,0.0,0.0,19984,female,0.99
Marjorie,1110,2.072,90.631,4.865,2.252,0.09,0.09,63639,female,1.0
Marjory,53,0.0,96.226,3.774,0.0,0.0,0.0,3428,female,0.99
Mark,23920,1.271,96.338,1.175,1.054,0.063,0.1,1178307,male,1.0
Marko,41,7.317,92.683,0.0,0.0,0.0,0.0,85530,male,1.0
Markus,92,1.087,95.652,2.174,0.0,0.0,1.087,147782,male,1.0
Marla,499,2.405,92.184,3.808,1.202,0.0,0.401,25154,female,1.0
Marleen,33,0.0,90.909,3.03,6.061,0.0,0.0,19741,female,1.0
Marlena,59,10.169,77.966,11.864,0.0,0.0,0.0,22559,female,0.99
Marlene,1178,9.253,83.277,4.669,2.292,0.17,0.34,113762,female,1.0
Marlin,121,5.785,88.43,5.785,0.0,0.0,0.0,996,male,0.58
Marlo,75,4.0,84.0,8.0,2.667,0.0,1.333,1037,male,0.7
Marlon,184,24.457,21.739,41.848,11.413,0.543,0.0,65304,male,1.0
Marlyn,50,16.0,62.0,12.0,10.0,0.0,0.0,944,female,0.96
Marlys,48,0.0,97.917,0.0,2.083,0.0,0.0,2094,female,1.0
Marna,39,0.0,97.436,2.564,0.0,0.0,0.0,2020,female,0.99
Marni,62,1.613,96.774,0.0,1.613,0.0,0.0,3911,female,0.99
Marnie,85,0.0,98.824,1.176,0.0,0.0,0.0,8733,female,1.0
Marsha,1160,1.293,90.517,7.155,0.776,0.0,0.259,44527,female,1.0
Marshall,526,1.141,90.684,6.084,1.711,0.19,0.19,26585,male,1.0
Marta,375,42.933,55.733,0.8,0.0,0.533,0.0,451077,female,0.99
Martha,3490,27.192,68.367,3.438,0.774,0.115,0.115,231082,female,1.0
Marti,72,4.167,91.667,2.778,1.389,0.0,0.0,4017,female,0.64
Martin,3840,19.531,77.656,1.068,1.615,0.104,0.026,771585,male,1.0
Martina,217,30.415,63.594,4.147,1.843,0.0,0.0,237343,female,0.99
Martine,50,8.0,74.0,16.0,2.0,0.0,0.0,40965,female,0.98
Marty,295,2.034,93.559,3.39,0.678,0.0,0.339,14723,male,0.55
Martyn,25,0.0,100.0,0.0,0.0,0.0,0.0,16807,male,1.0
Marva,81,0.0,44.444,54.321,0.0,0.0,1.235,4712,female,1.0
Marvin,1188,7.155,75.337,14.141,3.199,0.168,0.0,91611,male,1.0
Mary,23598,2.509,92.351,3.327,1.526,0.174,0.114,1011867,female,1.0
Marya,21,0.0,100.0,0.0,0.0,0.0,0.0,6621,female,0.99
Maryam,100,0.0,80.0,6.0,13.0,0.0,1.0,80900,female,1.0
Maryann,636,1.73,95.912,0.786,1.258,0.157,0.157,30029,female,1.0
Maryanne,176,0.568,96.023,0.0,3.409,0.0,0.0,12796,female,1.0
Marybeth,190,1.053,98.421,0.526,0.0,0.0,0.0,8570,female,1.0
Maryellen,148,1.351,97.973,0.676,0.0,0.0,0.0,5962,female,1.0
Maryjane,34,8.824,85.294,0.0,5.882,0.0,0.0,5523,female,1.0
Marylee,23,0.0,100.0,0.0,0.0,0.0,0.0,1275,female,1.0
Marylou,84,10.714,86.905,0.0,2.381,0.0,0.0,7612,female,1.0
Marylynn,28,0.0,100.0,0.0,0.0,0.0,0.0,1072,female,1.0
Marzena,27,0.0,100.0,0.0,0.0,0.0,0.0,30106,female,0.99
Mason,106,1.887,94.34,2.83,0.943,0.0,0.0,26877,male,1.0
Masood,34,2.941,44.118,0.0,52.941,0.0,0.0,10730,male,1.0
Masoud,49,0.0,75.51,0.0,20.408,0.0,4.082,22254,male,1.0
Massimo,44,4.545,95.455,0.0,0.0,0.0,0.0,160187,male,1.0
Mathew,529,1.512,85.633,0.567,11.909,0.189,0.189,47022,male,1.0
Mathieu,21,0.0,100.0,0.0,0.0,0.0,0.0,106962,male,0.99
Matilda,35,17.143,68.571,14.286,0.0,0.0,0.0,17284,female,1.0
Matilde,64,81.25,12.5,1.563,4.688,0.0,0.0,5344,female,0.98
Matt,514,0.389,97.665,0.195,1.556,0.0,0.195,399856,male,1.0
Matthew,15316,1.019,97.349,0.679,0.783,0.078,0.091,571663,male,1.0
Matthias,64,3.125,90.625,0.0,6.25,0.0,0.0,91628,male,1.0
Mattie,103,0.0,34.951,64.078,0.971,0.0,0.0,6303,female,0.97
Maura,224,9.375,88.839,0.0,1.339,0.0,0.446,28895,female,1.0
Maureen,2558,0.821,96.599,1.368,1.095,0.039,0.078,121547,female,1.0
Maurice,550,3.455,63.636,31.091,1.818,0.0,0.0,84457,male,1.0
Mauricio,238,89.496,7.983,0.84,1.681,0.0,0.0,178352,male,1.0
Mauro,95,67.368,30.526,0.0,1.053,1.053,0.0,166582,male,1.0
Maury,32,3.125,84.375,12.5,0.0,0.0,0.0,2846,male,0.92
Mavis,52,0.0,76.923,17.308,3.846,1.923,0.0,14189,female,0.98
Max,486,8.642,86.214,1.44,3.292,0.412,0.0,277909,male,0.99
Maxim,36,0.0,100.0,0.0,0.0,0.0,0.0,37196,male,0.99
Maximiliano,37,89.189,10.811,0.0,0.0,0.0,0.0,31648,male,1.0
Maximino,31,87.097,6.452,0.0,6.452,0.0,0.0,2355,male,1.0
Maximo,48,70.833,12.5,0.0,16.667,0.0,0.0,12495,male,1.0
Maxine,333,2.703,70.571,24.324,1.802,0.601,0.0,28829,female,1.0
Maxwell,89,0.0,87.64,4.494,7.865,0.0,0.0,30536,male,1.0
May,215,1.395,27.442,2.791,68.372,0.0,0.0,71710,female,0.98
Maya,124,1.613,70.161,9.677,16.935,0.806,0.806,85615,female,0.99
Mayank,30,0.0,20.0,0.0,80.0,0.0,0.0,40299,male,1.0
Maynard,51,1.961,94.118,1.961,1.961,0.0,0.0,2645,male,1.0
Mayra,235,87.66,11.489,0.426,0.0,0.426,0.0,80304,female,1.0
Mazen,30,3.333,90.0,0.0,6.667,0.0,0.0,16415,male,0.99
Meagan,143,0.0,100.0,0.0,0.0,0.0,0.0,22990,female,1.0
Meaghan,59,0.0,100.0,0.0,0.0,0.0,0.0,10317,female,1.0
Meena,55,0.0,21.818,0.0,76.364,0.0,1.818,1059,female,0.96
Meera,33,0.0,21.212,0.0,78.788,0.0,0.0,13262,female,1.0
Meg,55,0.0,98.182,0.0,1.818,0.0,0.0,34366,female,0.99
Megan,2296,0.74,98.301,0.479,0.436,0.0,0.044,249704,female,1.0
Meggan,29,0.0,100.0,0.0,0.0,0.0,0.0,1870,female,1.0
Meghan,565,1.239,98.407,0.0,0.354,0.0,0.0,54377,female,1.0
Meghann,31,0.0,100.0,0.0,0.0,0.0,0.0,2792,female,1.0
Mehdi,75,2.667,76.0,0.0,21.333,0.0,0.0,122130,male,0.99
Mehmet,39,0.0,87.179,0.0,10.256,0.0,2.564,415737,male,0.98
Mehran,33,3.03,87.879,0.0,9.091,0.0,0.0,12718,male,1.0
Mehrdad,46,0.0,89.13,0.0,10.87,0.0,0.0,13983,male,1.0
Mehul,35,0.0,28.571,0.0,71.429,0.0,0.0,15746,male,1.0
Mei,188,1.064,3.723,0.0,94.681,0.0,0.532,22053,female,0.99
Mel,61,3.279,91.803,0.0,3.279,0.0,1.639,19693,female,0.8
Melanie,2168,2.306,92.343,2.814,2.26,0.185,0.092,279502,female,1.0
Melba,116,18.103,52.586,13.793,14.655,0.0,0.862,7896,female,1.0
Melchor,30,63.333,3.333,0.0,33.333,0.0,0.0,4189,male,1.0
Melina,49,18.367,69.388,2.041,8.163,2.041,0.0,36472,female,0.99
Melinda,1572,3.562,92.112,1.718,2.036,0.318,0.254,80890,female,1.0
Melisa,137,8.029,89.051,0.73,2.19,0.0,0.0,43323,female,0.99
Melissa,7205,3.664,93.532,1.457,1.083,0.167,0.097,530240,female,1.0
Mellisa,25,0.0,100.0,0.0,0.0,0.0,0.0,4272,female,0.99
Melodie,86,0.0,90.698,5.814,3.488,0.0,0.0,8834,female,0.99
Melody,634,2.997,89.748,2.997,3.785,0.473,0.0,55077,female,1.0
Melonie,37,0.0,83.784,10.811,0.0,5.405,0.0,2660,female,1.0
Melva,63,15.873,49.206,33.333,1.587,0.0,0.0,4599,female,1.0
Melvin,997,5.316,66.6,22.768,4.313,0.602,0.401,51803,male,1.0
Melvyn,46,4.348,76.087,4.348,13.043,0.0,2.174,4180,male,1.0
Meng,35,0.0,0.0,0.0,100.0,0.0,0.0,1454,male,0.66
